guest_id,is_canceled,booking_changes,previous_cancellations,previous_bookings_not_canceled
TR13002,1,0,0,0
TR13003,1,0,0,0
TR13004,1,0,0,0
TR13005,1,0,0,0
TR13006,1,0,0,0
TR13007,1,0,0,0
TR13008,1,0,0,0
TR13009,1,0,0,0
TR13010,1,0,0,0
TR13011,1,0,0,0
TR13012,1,0,0,0
TR13013,1,1,0,0
TR13014,1,0,0,0
TR13015,1,0,0,0
TR13016,1,0,0,0
TR13017,1,0,0,0
TR13018,1,0,0,0
TR13019,1,0,0,0
TR13020,1,0,0,0
TR13021,1,0,0,0
TR13022,1,0,0,0
TR13023,1,0,0,0
TR13024,1,0,0,0
TR13025,1,0,0,0
TR13026,1,0,0,0
TR13027,1,0,0,0
TR13028,1,2,0,0
TR13029,1,2,0,0
TR13030,1,0,0,0
TR13031,1,0,0,0
TR13032,1,0,0,0
TR13033,1,0,0,0
TR13034,1,0,0,0
TR13035,1,0,0,0
TR13036,1,0,0,0
TR13037,1,0,0,0
TR13038,1,0,0,0
TR13039,1,0,0,0
TR13040,1,0,0,0
TR13041,1,0,0,0
TR13042,1,0,0,0
TR13043,1,0,0,0
TR13044,1,0,0,0
TR13045,1,0,0,0
TR13046,1,0,0,0
TR13047,1,0,0,0
TR13048,1,0,0,0
TR13049,1,0,0,0
TR13050,1,2,0,0
TR13051,1,0,0,0
TR13052,1,0,0,0
TR13053,1,0,0,0
TR13054,1,0,0,0
TR13055,1,0,0,0
TR13056,1,0,0,0
TR13057,1,0,0,0
TR13058,1,0,0,0
TR13059,1,0,0,0
TR13060,1,1,0,0
TR13061,1,0,0,0
TR13062,1,0,0,0
TR13063,1,0,0,0
TR13064,1,0,0,0
TR13065,1,0,0,0
TR13066,1,0,0,0
TR13067,1,0,0,0
TR13068,1,0,0,0
TR13069,1,0,0,0
TR13070,1,0,0,0
TR13071,1,0,0,0
TR13072,1,0,0,0
TR13073,1,0,0,0
TR13074,1,0,0,0
TR13075,1,0,0,0
TR13076,1,0,0,0
TR13077,1,0,0,0
TR13078,1,3,0,0
TR13079,1,0,0,0
TR13080,1,0,0,0
TR13081,1,0,0,0
TR13082,1,0,0,0
TR13083,1,0,0,0
TR13084,1,0,0,0
TR13085,1,2,0,0
TR13086,1,0,0,0
TR13087,1,0,0,0
TR13088,1,0,0,0
TR13089,1,0,0,0
TR13090,1,0,0,0
TR13091,1,0,0,0
TR13092,1,0,0,0
TR13093,1,0,0,0
TR13094,1,1,0,0
TR13095,1,0,0,0
TR13096,1,0,0,0
TR13097,1,0,0,0
TR13098,1,0,0,0
TR13099,1,0,0,0
TR13100,1,0,0,0
TR13101,1,0,0,0
TR13102,1,0,0,0
TR13103,1,0,0,0
TR13104,1,0,0,0
TR13105,1,0,0,0
TR13106,1,1,0,0
TR13107,1,0,0,0
TR13108,1,0,0,0
TR13109,1,0,0,0
TR13110,1,0,0,0
TR13111,1,0,0,0
TR13112,1,0,0,0
TR13113,1,0,0,0
TR13114,1,0,0,0
TR13115,1,0,0,0
TR13116,1,0,0,0
TR13117,1,0,0,0
TR13118,1,1,0,0
TR13119,1,0,0,0
TR13120,1,0,0,0
TR13121,1,0,0,0
TR13122,1,0,0,0
TR13123,1,0,0,0
TR13124,1,0,0,0
TR13125,1,0,0,0
TR13126,1,0,0,0
TR13127,1,0,0,0
TR13128,1,0,0,0
TR13129,1,0,0,0
TR13130,1,0,0,0
TR13131,1,0,0,0
TR13132,1,0,0,0
TR13133,1,1,0,0
TR13134,1,0,0,0
TR13135,1,0,0,0
TR13136,1,0,0,0
TR13137,1,0,0,0
TR13138,1,0,0,0
TR13139,1,0,0,0
TR13140,1,0,0,0
TR13141,1,0,0,0
TR13142,1,0,0,0
TR13143,1,3,0,0
TR13144,1,3,0,0
TR13145,1,0,0,0
TR13146,1,3,0,0
TR13147,1,3,0,0
TR13148,1,3,0,0
TR13149,1,0,0,0
TR13150,1,3,0,0
TR13151,1,0,0,0
TR13152,1,0,0,0
TR13153,1,0,0,0
TR13154,1,0,0,0
TR13155,1,0,0,0
TR13156,1,0,0,0
TR13157,1,0,0,0
TR13158,1,0,0,0
TR13159,1,0,0,0
TR13160,1,0,0,0
TR13161,1,0,0,0
TR13162,1,0,0,0
TR13163,1,0,0,0
TR13164,1,0,0,0
TR13165,1,0,0,0
TR13166,1,0,0,0
TR13167,1,0,0,0
TR13168,1,0,0,0
TR13169,1,1,0,0
TR13170,1,0,0,0
TR13171,1,0,0,0
TR13172,1,0,0,0
TR13173,1,0,0,0
TR13174,1,0,0,0
TR13175,1,0,0,0
TR13176,1,0,0,0
TR13177,1,0,0,0
TR13178,1,0,0,0
TR13179,1,2,0,0
TR13180,1,2,0,0
TR13181,1,0,0,0
TR13182,1,1,0,0
TR13183,1,2,0,0
TR13184,1,0,0,0
TR13185,1,0,0,0
TR13186,1,0,0,0
TR13187,1,0,0,0
TR13188,1,0,0,0
TR13189,1,0,0,0
TR13190,1,0,0,0
TR13191,1,0,0,0
TR13192,1,0,0,0
TR13193,1,0,0,0
TR13194,1,0,0,0
TR13195,1,0,0,0
TR13196,1,0,0,0
TR13197,1,0,0,0
TR13198,1,0,0,0
TR13199,1,2,0,0
TR13200,1,0,0,0
TR13201,1,0,0,0
TR13202,1,0,0,0
TR13203,1,0,0,0
TR13204,1,0,0,0
TR13205,1,0,0,0
TR13206,1,0,0,0
TR13207,1,0,0,0
TR13208,1,0,0,0
TR13209,1,0,0,0
TR13210,1,0,0,0
TR13211,1,1,0,0
TR13212,1,2,0,0
TR13213,1,0,0,0
TR13214,1,0,0,0
TR13215,1,0,0,0
TR13216,1,0,0,0
TR13217,1,0,0,0
TR13218,1,0,0,0
TR13219,1,0,0,0
TR13220,1,0,0,0
TR13221,1,1,0,0
TR13222,1,0,0,0
TR13223,1,0,0,0
TR13224,1,1,0,0
TR13225,1,0,0,0
TR13226,1,0,0,0
TR13227,1,1,0,0
TR13228,1,0,0,0
TR13229,1,1,0,0
TR13230,1,0,0,0
TR13231,1,0,0,0
TR13232,1,0,0,0
TR13233,1,0,0,0
TR13234,1,0,0,0
TR13235,1,0,0,0
TR13236,1,0,0,0
TR13237,1,0,0,0
TR13238,1,1,0,0
TR13239,1,0,0,0
TR13240,1,0,0,0
TR13241,1,0,0,0
TR13242,1,0,0,0
TR13243,1,0,0,0
TR13244,1,0,0,0
TR13245,1,0,0,0
TR13246,1,0,0,0
TR13247,1,0,0,0
TR13248,1,0,0,0
TR13249,1,0,0,0
TR13250,1,0,0,0
TR13251,1,1,0,0
TR13252,1,0,0,0
TR13253,1,1,0,0
TR13254,1,0,0,0
TR13255,1,0,0,0
TR13256,1,0,0,0
TR13257,1,0,0,0
TR13258,1,0,0,0
TR13259,1,0,0,0
TR13260,1,0,0,0
TR13261,1,0,0,0
TR13262,1,0,0,0
TR13263,1,0,0,0
TR13264,1,1,0,0
TR13265,1,0,0,0
TR13266,1,0,0,0
TR13267,1,1,0,0
TR13268,1,1,0,0
TR13269,1,0,0,0
TR13270,1,0,0,0
TR13271,1,2,0,0
TR13272,1,0,0,0
TR13273,1,0,0,0
TR13274,1,0,0,0
TR13275,1,0,0,0
TR13276,1,0,0,0
TR13277,1,0,0,0
TR13278,1,0,0,0
TP13279,1,0,0,0
TR13280,1,1,0,0
TR13281,1,0,0,0
TR13282,1,0,0,0
TR13283,1,1,0,0
TR13284,1,0,0,0
TR13285,1,0,0,0
TR13286,1,1,0,0
TR13287,1,1,0,0
TR13288,1,0,0,0
CO13289,1,0,0,0
TR13290,1,0,0,0
TR13291,1,0,0,0
TR13292,1,0,0,0
TR13293,1,0,0,0
TR13294,1,0,0,0
TR13295,1,0,0,0
TR13296,1,0,0,0
TR13297,1,0,0,0
TR13298,1,0,0,0
TR13299,1,0,0,0
TR13300,1,0,0,0
TR13301,1,0,0,0
TR13302,1,0,0,0
CO13303,1,0,0,0
TR13304,1,0,0,0
TR13305,1,1,0,0
TR13306,1,3,0,0
CO13307,1,0,0,0
TR13308,1,1,0,0
TR13309,1,0,0,0
TR13310,1,0,0,0
TR13311,1,0,0,0
TR13312,1,0,0,0
TR13313,1,0,0,0
GR13314,1,0,0,0
TR13315,1,0,0,0
TR13316,1,0,0,0
TR13317,1,0,0,0
TR13318,1,0,0,0
TR13319,1,0,0,0
CO13320,1,0,0,0
TR13321,1,0,0,0
CO13322,1,0,0,0
TR13323,1,0,0,0
TR13324,1,0,0,0
TR13325,1,0,0,0
TR13326,1,0,0,0
TR13327,1,2,0,0
TR13328,1,0,0,0
TR13329,1,1,0,0
TR13330,1,0,0,0
TR13331,1,0,0,0
TR13332,1,2,0,0
TR13333,1,0,0,0
TR13334,1,0,0,0
TR13335,1,2,0,0
TR13336,1,0,0,0
TR13337,1,0,0,0
TR13338,1,0,0,0
TR13339,1,3,0,0
TR13340,1,0,0,0
TR13341,1,1,0,0
TR13342,1,0,0,0
TR13343,1,1,0,0
TR13344,1,0,0,0
TR13345,1,0,0,0
TR13346,1,0,0,0
TR13347,1,0,0,0
TR13348,1,0,0,0
TR13349,1,0,0,0
TR13350,1,0,0,0
TR13351,1,0,0,0
TR13352,1,0,0,0
TR13353,1,0,0,0
TR13354,1,0,0,0
TR13355,1,1,0,0
TR13356,1,0,0,0
TR13357,1,0,0,0
TR13358,1,0,0,0
TR13359,1,0,0,0
TR13360,1,0,0,0
TR13361,1,0,0,0
TR13362,1,0,0,0
TR13363,1,0,0,0
TR13364,1,0,0,0
TR13365,1,0,0,0
TR13366,1,0,0,0
TR13367,1,0,0,0
TR13368,1,0,0,0
TR13369,1,0,0,0
TR13370,1,0,0,0
TR13371,1,0,0,0
TR13372,1,0,0,0
TR13373,1,0,0,0
TR13374,1,1,0,0
TR13375,1,0,0,0
TR13376,1,0,0,0
TR13377,1,0,0,0
TR13378,1,0,0,0
TR13379,1,0,0,0
TR13380,1,0,0,0
TR13381,1,1,0,0
CO13382,1,0,0,0
CO13383,1,0,0,0
TR13384,1,1,0,0
TR13385,1,0,0,0
TR13386,1,0,0,0
TR13387,1,0,0,0
TR13388,1,0,0,0
TR13389,1,0,0,0
TR13390,1,0,0,0
TR13391,1,0,0,0
TR13392,1,0,0,0
TR13393,1,2,0,0
TR13394,1,0,0,0
TR13395,1,0,0,0
TR13396,1,0,0,0
TR13397,1,3,0,0
TR13398,1,2,0,0
TR13399,1,0,0,0
TR13400,1,0,0,0
TR13401,1,0,0,0
TR13402,1,0,0,0
TR13403,1,2,0,0
TR13404,1,0,0,0
TR13405,1,0,0,0
TR13406,1,1,0,0
TR13407,1,0,0,0
TR13408,1,0,0,0
TR13409,1,0,0,0
TR13410,1,0,0,0
TR13411,1,0,0,0
TR13412,1,0,0,0
TR13413,1,0,0,0
TR13414,1,0,0,0
TR13415,1,3,0,0
TR13416,1,3,0,0
TR13417,1,3,0,0
TR13418,1,0,0,0
TR13419,1,0,0,0
TR13420,1,0,0,0
TR13421,1,0,0,0
TR13422,1,0,0,0
TR13423,1,0,0,0
TR13424,1,0,0,0
TR13425,1,0,0,0
TR13426,1,0,0,0
TR13427,1,0,0,0
TR13428,1,0,0,0
TR13429,1,1,0,0
TR13430,1,0,0,0
TR13431,1,0,0,0
TR13432,1,0,0,0
TR13433,1,0,0,0
CO13434,1,0,0,0
TP13435,1,0,0,0
TR13436,1,0,0,0
TP13437,1,0,0,0
TR13438,1,0,0,0
TR13439,1,0,0,0
TR13440,1,0,0,0
GR13441,1,0,0,0
TR13442,1,0,0,0
TR13443,1,1,0,0
TR13444,1,0,0,0
TR13445,1,0,0,0
TR13446,1,0,0,0
TR13447,1,0,0,0
TR13448,1,0,0,0
TR13449,1,0,0,0
TR13450,1,0,0,0
TR13451,1,0,0,0
TR13452,1,0,0,0
TR13453,1,0,0,0
TR13454,1,0,0,0
TR13455,1,0,0,0
TR13456,1,0,0,0
TR13457,0,0,0,0
TR13458,1,0,0,0
TR13459,1,0,0,0
TR13460,1,0,0,0
TR13461,1,0,0,0
TR13462,1,0,0,0
TR13463,1,0,0,0
TR13464,1,0,0,0
TR13465,1,0,0,0
TR13466,1,0,0,0
TR13467,1,0,0,0
TR13468,1,0,0,0
TR13469,1,0,0,0
TP13470,1,0,0,0
CO13471,1,0,0,0
TR13472,1,0,0,0
TP13473,1,0,0,0
TR13474,1,0,0,0
TR13475,1,0,0,0
TR13476,1,0,0,0
TR13477,1,0,0,0
TR13478,1,2,0,0
TR13479,1,0,0,0
TR13480,1,2,0,0
TR13481,1,2,0,0
TR13482,1,0,0,0
TR13483,1,0,0,0
TR13484,1,0,0,0
TR13485,1,0,0,0
TR13486,1,0,0,0
TR13487,1,0,0,0
TR13488,1,0,0,0
TR13489,1,0,0,0
TR13490,1,0,0,0
TR13491,1,0,0,0
TR13492,1,0,0,0
TR13493,1,1,0,0
TR13494,1,0,0,0
TR13495,1,1,0,0
TR13496,1,0,0,0
TR13497,1,1,0,0
TR13498,1,0,0,0
TR13499,1,0,0,0
TR13500,1,0,0,0
TR13501,1,0,0,0
TR13502,1,0,0,0
TR13503,1,0,0,0
TR13504,1,0,0,0
TR13505,1,0,0,0
TR13506,1,0,0,0
TR13507,1,0,0,0
TR13508,1,0,0,0
TR13509,1,0,0,0
TR13510,1,0,0,0
TR13511,1,0,0,0
TR13512,1,4,0,0
TR13513,1,0,0,0
TR13514,1,0,0,0
TR13515,1,0,0,0
TR13516,1,0,0,0
TR13517,1,0,0,0
TR13518,1,2,0,0
TR13519,1,0,0,0
TR13520,1,0,0,0
TR13521,1,0,0,0
TR13522,1,0,0,0
TR13523,1,0,0,0
TR13524,1,0,0,0
TR13525,1,0,0,0
TR13526,1,0,0,0
TR13527,1,0,0,0
TR13528,1,0,0,0
TR13529,1,0,0,0
TR13530,1,0,0,0
TR13531,1,0,0,0
TR13532,1,0,0,0
TR13533,1,0,0,0
TR13534,1,0,0,0
TP13535,1,0,0,0
TP13536,1,0,0,0
TP13537,1,0,0,0
TR13538,1,0,0,0
TR13539,1,0,0,0
TP13540,1,0,0,0
TP13541,1,0,0,0
TR13542,1,0,0,0
TR13543,1,0,0,0
TR13544,1,0,0,0
TR13545,1,0,0,0
TR13546,1,0,0,0
TR13547,1,0,0,0
TR13548,1,1,0,0
TR13549,1,0,0,0
TR13550,1,0,0,0
TR13551,1,0,0,0
TR13552,1,0,0,0
TR13553,1,0,0,0
TR13554,1,2,0,0
TR13555,1,0,0,0
TR13556,1,2,0,0
TR13557,1,0,0,0
TR13558,1,0,0,0
TR13559,1,0,0,0
TR13560,1,0,0,0
TR13561,1,0,0,0
TR13562,1,0,0,0
TR13563,1,0,0,0
TR13564,1,0,0,0
TR13565,1,1,0,0
TR13566,1,0,0,0
TR13567,1,1,0,0
TR13568,1,0,0,0
CO13569,1,0,0,0
TR13570,1,0,0,0
TR13571,1,0,0,0
TR13572,1,0,0,0
TR13573,1,0,0,0
TR13574,1,0,0,0
TR13575,1,0,0,0
TR13576,1,0,0,0
TR13577,1,0,0,0
TR13578,1,0,0,0
TR13579,1,1,0,0
TR13580,1,3,0,0
TR13581,1,0,0,0
TR13582,1,0,0,0
TR13583,1,0,0,0
TR13584,1,0,0,0
TR13585,1,0,0,0
TR13586,1,0,0,0
TR13587,1,0,0,0
TR13588,1,0,0,0
TR13589,1,0,0,0
TR13590,1,1,0,0
TR13591,1,0,0,0
TR13592,1,0,0,0
TR13593,1,0,0,0
TR13594,1,0,0,0
TR13595,1,0,0,0
TR13596,1,0,0,0
TR13597,1,0,0,0
TR13598,1,0,0,0
TR13599,1,0,0,0
TR13600,1,0,0,0
TR13601,1,0,0,0
TR13602,1,0,0,0
TR13603,1,0,0,0
TR13604,1,1,0,0
TR13605,1,0,0,0
TR13606,1,0,0,0
TR13607,1,0,0,0
TR13608,1,0,0,0
TR13609,1,2,0,0
TR13610,1,0,0,0
TR13611,1,0,0,0
TR13612,1,0,0,0
TR13613,1,0,0,0
TR13614,1,0,0,0
TR13615,1,0,0,0
TR13616,1,0,0,0
TR13617,1,0,0,0
TR13618,1,0,0,0
TR13619,1,0,0,0
TR13620,1,0,0,0
TR13621,1,0,0,0
TR13622,1,0,0,0
TR13623,1,0,0,0
TR13624,1,0,0,0
TR13625,1,0,0,0
TR13626,1,0,0,0
TR13627,1,0,0,0
TR13628,1,0,0,0
TR13629,1,0,0,0
TR13630,1,0,0,0
TR13631,1,0,0,0
TR13632,1,0,0,0
TR13633,1,0,0,0
TR13634,1,0,0,0
TR13635,1,0,0,0
TR13636,1,1,0,0
TR13637,1,0,0,0
TR13638,1,1,0,0
TR13639,1,0,0,0
TR13640,1,0,0,0
TR13641,1,0,0,0
TR13642,1,1,0,0
TR13643,1,0,0,0
TR13644,1,0,0,0
TR13645,1,1,0,0
TR13646,1,0,0,0
TR13647,1,0,0,0
TR13648,1,0,0,0
TR13649,1,0,0,0
TR13650,1,0,0,0
TR13651,1,0,0,0
TR13652,1,0,0,0
TR13653,1,0,0,0
TR13654,1,1,0,0
TR13655,1,0,0,0
TR13656,1,0,0,0
TR13657,1,0,0,0
TR13658,1,0,0,0
TR13659,1,0,0,0
TR13660,1,0,0,0
TP13661,1,2,0,0
TR13662,1,1,0,0
TP13663,1,3,0,0
TR13664,1,0,0,0
CO13665,1,0,0,0
TR13666,1,0,0,0
CO13667,1,0,0,0
TR13668,1,0,0,0
TR13669,1,0,0,0
TR13670,1,1,0,0
TR13671,1,0,0,0
TR13672,1,0,0,0
TR13673,1,0,0,0
TR13674,1,0,0,0
TR13675,1,0,0,0
TR13676,1,1,0,0
TR13677,1,1,0,0
TR13678,1,0,0,0
TR13679,1,1,0,0
TR13680,1,0,0,0
TR13681,1,1,0,0
TR13682,1,0,0,0
TR13683,1,0,0,0
TR13684,1,0,0,0
TR13685,1,1,0,0
TR13686,1,0,0,0
TR13687,1,0,0,0
TP13688,1,1,0,0
TR13689,1,0,0,0
TR13690,1,0,0,0
TR13691,1,0,0,0
TR13692,1,1,0,0
TR13693,1,0,0,0
TR13694,1,0,0,0
TR13695,1,0,0,0
TR13696,1,0,0,0
TR13697,1,0,0,0
TR13698,1,0,0,0
TR13699,1,0,0,0
TR13700,1,0,0,0
TR13701,1,0,0,0
TR13702,1,0,0,0
TR13703,1,0,0,0
TR13704,1,0,0,0
TR13705,1,0,0,0
TR13706,1,0,0,0
TR13707,1,0,0,0
TR13708,1,0,0,0
TR13709,1,2,0,0
TR13710,1,0,0,0
TR13711,1,0,0,0
TR13712,1,2,0,0
TR13713,1,2,0,0
TR13714,1,0,0,0
TR13715,1,0,0,0
TR13716,1,0,0,0
CO13717,1,1,0,0
TR13718,1,0,0,0
TR13719,1,0,0,0
TR13720,1,0,0,0
TR13721,1,0,0,0
TR13722,1,0,0,0
TR13723,1,0,0,0
TR13724,1,0,0,0
TR13725,1,0,0,0
TR13726,1,0,0,0
TR13727,1,0,0,0
TR13728,1,0,0,0
TR13729,1,0,0,0
TR13730,1,0,0,0
TR13731,1,1,0,0
TR13732,1,0,0,0
TR13733,1,0,0,0
TR13734,1,0,0,0
TR13735,1,0,0,0
TR13736,1,0,0,0
TR13737,1,0,0,0
TR13738,1,2,0,0
TR13739,1,0,0,0
TR13740,1,0,0,0
TR13741,1,0,0,0
TR13742,1,0,0,0
TR13743,1,0,0,0
GR13744,1,0,0,0
TR13745,1,3,0,0
TR13746,1,0,0,0
TR13747,1,0,0,0
TR13748,1,1,0,0
TR13749,1,0,0,0
TR13750,1,0,0,0
TR13751,1,0,0,0
TR13752,1,0,0,0
TR13753,1,0,0,0
TR13754,1,1,0,0
GR13755,1,0,0,0
TR13756,1,0,0,0
TR13757,1,0,0,0
CO13758,1,0,0,0
TR13759,1,4,0,0
TR13760,1,0,0,0
GR13761,1,0,0,0
GR13762,1,0,0,0
TR13763,1,0,0,0
TR13764,1,0,0,0
TR13765,1,0,0,0
TR13766,1,0,0,0
TR13767,1,0,0,0
TR13768,1,0,0,0
TR13769,1,0,0,0
TR13770,1,0,0,0
TR13771,1,0,0,0
TP13772,1,0,0,0
TR13773,1,0,0,0
TR13774,1,0,0,0
TP13775,1,0,0,0
TR13776,1,0,0,0
TR13777,1,0,0,0
TR13778,1,0,0,0
TR13779,1,0,0,0
TR13780,1,0,0,0
TR13781,1,0,0,0
TR13782,1,0,0,0
TR13783,1,0,0,0
TR13784,1,0,0,0
TR13785,1,0,0,0
TR13786,0,0,0,0
TR13787,0,1,0,1
TR13788,0,1,0,0
TR13789,0,1,0,1
TR13790,0,0,0,2
TR13791,0,0,0,3
TP13792,0,0,0,1
TR13793,0,0,0,2
TR13794,0,0,0,2
TR13795,0,0,0,3
TR13796,1,0,0,1
TR13797,0,0,1,1
TR13798,0,0,1,2
TR13799,0,0,1,3
TR13800,0,0,0,2
TR13801,0,1,0,3
TR13802,0,1,0,0
TR13803,0,0,0,1
TR13804,0,0,0,2
TR13805,0,1,0,1
TR13806,0,3,0,2
TR13807,0,0,0,0
TR13808,0,0,0,1
TR13809,0,0,0,5
TR13810,0,0,0,0
TR13811,1,0,0,1
TR13812,0,0,1,1
TR13813,0,0,1,2
TR13814,0,0,1,3
TR13815,0,0,1,4
TR13816,0,1,0,0
TR13817,0,1,0,1
TR13818,0,0,0,2
TR13819,0,2,0,0
TR13820,0,2,0,0
TR13821,1,0,1,1
TR13822,0,0,0,1
TR13823,0,1,0,2
TR13824,0,1,0,3
TR13825,0,0,0,1
TR13826,0,0,0,2
TR13827,0,0,1,4
TR13828,0,0,1,5
TR13829,0,4,1,6
TR13830,0,0,1,7
TR13831,0,0,1,8
TR13832,0,3,0,6
TR13833,0,0,0,3
TR13834,0,1,0,4
TR13835,0,0,0,5
TR13836,0,2,1,2
TR13837,0,1,1,3
TR13838,0,1,1,4
TR13839,0,1,1,5
TR13840,0,0,1,6
TR13841,0,0,1,7
TR13842,0,0,1,8
TR13843,0,1,1,9
TR13844,0,1,1,10
TR13845,0,1,1,11
TR13846,0,1,1,12
TR13847,0,0,0,0
TR13848,0,0,0,0
TR13849,0,0,0,0
TR13850,0,0,0,2
TR13851,0,0,0,3
TR13852,0,0,0,4
TR13853,0,0,0,0
TR13854,0,0,0,1
TR13855,1,0,1,2
TR13856,0,0,0,6
TR13857,0,0,0,7
TR13858,0,0,0,8
TR13859,0,0,0,0
TR13860,0,3,0,0
TR13861,0,0,0,1
TP13862,0,1,0,0
TR13863,0,1,0,1
TR13864,0,0,0,2
TR13865,0,0,0,3
TR13866,0,0,0,4
TR13867,0,1,0,0
TR13868,0,0,0,1
TR13869,0,0,0,1
TR13870,0,0,0,0
TR13871,0,0,0,1
TR13872,0,0,0,0
TR13873,0,0,0,0
TR13874,0,0,0,3
TR13875,0,0,2,4
TR13876,0,0,2,5
TR13877,0,0,2,6
TR13878,0,0,2,7
TR13879,0,1,2,8
TR13880,0,0,2,9
TR13881,0,0,2,10
TR13882,0,1,2,11
TR13883,0,0,2,12
TR13884,0,0,2,13
TR13885,0,0,0,1
TR13886,0,1,0,0
TR13887,0,1,0,0
TR13888,0,0,0,1
TR13889,0,1,0,2
TR13890,0,3,0,0
TR13891,0,0,0,3
TR13892,0,0,0,1
TR13893,0,1,0,2
TR13894,0,1,0,3
TR13895,0,0,0,4
TR13896,0,0,0,5
TR13897,0,0,0,1
TR13898,0,1,0,0
TR13899,0,0,1,1
TR13900,0,0,0,5
TR13901,0,0,0,1
TR13902,0,1,0,1
TR13903,0,3,0,2
TR13904,0,3,0,3
TR13905,0,2,0,4
TR13906,0,1,0,10
TR13907,0,0,0,12
TR13908,0,0,0,13
TR13909,0,0,0,14
TR13910,0,0,0,15
TR13911,0,0,0,21
TR13912,0,1,0,24
TR13913,0,0,0,25
TR13914,0,0,0,25
TR13915,1,0,0,27
TR13916,0,0,1,27
TR13917,0,0,1,28
TR13918,0,0,1,30
TR13919,0,0,0,1
TR13920,0,0,0,1
TR13921,0,0,0,2
TR13922,0,0,0,3
TR13923,0,1,0,4
TR13924,0,0,0,5
TR13925,0,0,0,0
TR13926,0,0,0,2
TR13927,0,0,0,0
TR13928,0,0,0,0
TR13929,0,0,0,0
TR13930,0,1,0,1
TR13931,0,1,0,2
TP13932,0,3,0,0
TR13933,0,0,0,1
TR13934,0,4,0,1
TR13935,0,0,0,0
TR13936,0,0,0,1
TR13937,0,0,0,2
TR13938,0,0,0,0
TR13939,0,0,0,1
TR13940,0,0,0,1
TR13941,0,0,0,0
TR13942,0,1,0,4
TP13943,0,0,0,5
TR13944,0,0,0,6
TR13945,0,0,0,1
TR13946,0,2,0,2
TR13947,0,1,0,3
TR13948,0,0,0,4
TR13949,0,1,0,2
CO13950,0,0,0,0
TR13951,0,2,0,0
TR13952,0,0,0,0
TR13953,0,2,0,1
TR13954,0,0,0,2
TR13955,0,2,0,1
GR13956,0,0,0,1
TR13957,0,0,0,2
TR13958,0,0,0,1
TR13959,0,0,0,1
TR13960,0,0,0,0
TP13961,0,1,0,1
TR13962,0,0,0,0
TR13963,0,0,0,1
TR13964,0,0,0,2
TR13965,0,0,0,3
TR13966,0,0,0,4
TR13967,0,0,0,5
TR13968,0,0,0,0
TR13969,0,0,0,1
TR13970,0,0,0,2
TR13971,0,0,0,3
TR13972,0,1,0,4
TR13973,0,0,0,5
TR13974,0,0,0,6
TR13975,0,0,0,2
TR13976,0,0,0,3
TR13977,0,0,0,2
TR13978,0,0,0,3
TR13979,0,3,0,0
TR13980,0,0,0,0
TP13981,0,3,0,0
TR13982,0,0,0,0
TR13983,0,0,0,1
TR13984,0,0,0,2
TR13985,0,0,0,8
TR13986,0,0,0,9
TR13987,0,0,0,1
TR13988,0,0,0,0
TR13989,0,0,0,1
TR13990,0,0,0,1
TR13991,0,1,1,0
TR13992,0,0,0,0
TR13993,0,0,0,1
TR13994,0,0,0,2
CO13995,0,0,0,0
CO13996,0,1,0,0
TR13997,0,0,0,1
TR13998,0,1,0,2
TR13999,0,0,0,1
TR14000,0,0,0,2
TR14001,0,0,0,3
TR14002,0,0,0,4
TR14003,0,1,0,5
TR14004,0,0,0,2
TR14005,0,0,0,3
TR14006,0,0,0,0
TR14007,0,0,0,1
TR14008,0,1,0,2
TR14009,0,0,0,0
TR14010,0,0,0,4
TR14011,0,0,0,5
TR14012,0,0,0,6
TR14013,0,0,0,0
TR14014,0,0,0,1
TR14015,0,2,0,2
TR14016,1,2,1,0
TR14017,0,1,1,0
TR14018,0,1,1,1
TR14019,1,1,2,2
TR14020,1,1,3,2
TR14021,0,0,0,1
TR14022,0,0,0,2
TR14023,0,0,0,2
TR14024,0,0,0,1
TR14025,0,0,0,2
TR14026,0,0,0,6
TR14027,0,0,0,7
TR14028,0,0,0,1
TR14029,0,0,0,2
TR14030,0,0,0,3
TR14031,0,0,0,4
TR14032,0,0,0,5
TR14033,0,0,0,6
TR14034,0,2,0,2
TR14035,0,0,0,1
TR14036,0,0,1,4
TR14037,0,1,1,5
TR14038,0,3,1,6
TR14039,0,1,1,7
TR14040,0,1,1,8
TR14041,0,0,1,9
TR14042,0,0,1,10
TR14043,0,1,1,11
TR14044,0,0,1,12
TR14045,0,0,1,13
TR14046,1,2,2,14
TR14047,0,0,2,14
TR14048,0,2,0,0
TR14049,0,1,0,0
TR14050,0,1,0,1
TR14051,0,0,0,2
TR14052,0,0,0,3
TR14053,0,0,0,4
TR14054,0,0,0,5
TR14055,0,0,0,6
TR14056,0,2,1,5
TR14057,0,0,1,6
TR14058,0,0,1,7
TR14059,1,0,2,8
TR14060,0,0,2,8
TR14061,0,0,2,9
TR14062,0,0,0,1
TR14063,0,0,0,3
TR14064,0,0,0,4
TR14065,0,0,0,5
TR14066,0,0,0,6
TR14067,0,1,0,0
TR14068,0,0,0,0
TR14069,0,0,0,0
TR14070,0,0,0,1
TR14071,0,0,0,2
TR14072,1,0,1,0
GR14073,0,0,0,2
TP14074,0,0,0,0
TR14075,0,1,0,0
